quote_id,topic_id,section_number,quote_text,attribution,active,sort_order
542,37,18,"urdhvam gacchanti sattva-stha
madhye tisthanti rajasah
jaghanya-guna-vrtti-stha
adho gacchanti tamasah

Ke atas perginya yang sattvika, ditengah-tengah bersemayamnya yang rajasika sedangkan yang tamasika ke bawah perginya, diantar sifat keadaan yang paling rendah.",Bhagawadgita BAB XIV,1,542
543,37,19,"nanyam gunebhyah kartaram
yada drastanupasyati
gunebhyas ca param vetti
mad-bhavam so ’dhigacchati

Bila yang menyaksikan memahami bahwa pelakunya tidak lain dari pada guna itu, dan mengetahui-Nya yang lebih tinggi dari guna itu, maka ia mencapai keberadaan-Ku.",Bhagawadgita BAB XIV,1,543
544,37,20,"gunan etan atitya trin
dehi deha-samudbhavan
janma-mrityu-jara-duhkhair
vimukto ’mrtam asnute

Bila yang berwujud telah melampaui ketiga guna, dan mengembangkan badannya, maka ia bebas dari kelahiran, kematian, umur tua dan penderitaan dan mencapai hidup abadi.",Bhagawadgita BAB XIV,1,544
545,37,21,"Arjuna uvaca:
kair lingais trin gunan etan
atito bhavati prabho
kim acarah katham caitams
trin gunan ativartate

Arjuna berkata:
Wahai Bhagavan, apakah tanda mereka yang telah mengatasi triguna ini, Bagaimana pula kehidupannya? bagaimana ia melampaui triguna itu?",Bhagawadgita BAB XIV,1,545
546,37,22,"Sri-bhagavan uvaca:
prakasam ca pravrttim ca
moham eva ca pandava
na dvesti sampravrttani
na nivrttani kanksati


Sri Bhagavan bersabda:
Wahai Pandava, mereka yang tidak membenci kecemerlangan, kegiatan dan juga kebingungan apabila mereka muncul, ataupun menghendakinya bila tidak ada lagi.",Bhagawadgita BAB XIV,1,546
547,37,23,"udasina-vad asino
gunair yo na vicalyate
guna vartanta ity evam
yo ’vatishthati nengate

Yang duduk sebagai orang yang tak peduli, tak terganggu oleh sifat-sifat ini, yang memahami bahwa hanya guna yang berbuat, ia tetap mantap tak tergoyahkan.",Bhagawadgita BAB XIV,1,547
548,37,24,"sama-duhkha-sukhah sva-sthah
sama-lostasma-kancanah
tulya-priyapriyo dhiras
tulya-nindatma-samstutih

Dia yang seimbang terhadap suka dan duka, percaya pada diri sendiri, melihat sama terhadap segumpal batu maupun emas, sama terhadap yang dicintai dan yang tidak dicintai, teguh pada pendirian, baik terhadap cacian dan pujian.",Bhagawadgita BAB XIV,1,548
549,37,25,"manapamanayos tulyas
tulyo mitrari-pakshayoh
sarvarambha-parityagi
gunatitah sa ucyate

Ia yang melihat sama terhadap kehormatan maupun kehinaan, sama pula terhadap kawan dan lawan, meninggalkan semua kegiatan usaha, dialah yang telah dikatakan mengatasi triguna.",Bhagawadgita BAB XIV,1,549
550,37,26,"mam ca yo ’vyabhicarena
bhakti-yogena sevate
sa gunan samatityaitan
brahma-bhuyaya kalpate

Ia yang mengabdi kepada-Ku dengan bhakti yang tulus, setelah mengatasi guna, layak manunggal dengan Brahman.",Bhagawadgita BAB XIV,1,550
551,37,27,"brahmano hi pratishthaham
amritasyavyayasya ca
sasvatasya ca dharmasya
sukhasyaikantikasya ca

Sesungguhnya, Aku adalah tempatnya Brahma, aku adalah amrta yang kekal dan tak termusnahkan, dharma abadi dan kebahagiaan tertinggi. 



 Disini berakhir Bab ke-empat belas dari Upanisad Bhagavadgita, ajaran tentang Brahmavidya dan Yogasastra, berupa percakapan antara Sri Krsna dan Arjuna, yang berjudul:
 ""GUNA TRAYA VIBHAGA YOGAH""",Bhagawadgita BAB XIV,1,551
552,38,1,"Sri-bhagavan uvaca:
urdhva-mulam adhah-sakham
ashvattham prahur avyayam
chandamsi yasya parnani
yas tam veda sa veda-vit

Sri Bhagavan bersabda:
Mereka berbicara tentang pohon abadi Asvattha dengan akarnyeda, diatas dan dahannya dibawah, dengan daun-daunnya adalah metrum-metrum Veda, yang mengetahui hal ini adalah yang mengetahui Veda itu.",Bhagawadgita BAB XV,1,552
553,38,2,"adhas cordhvam prasrtas tasya sakha
guna-pravrddha visaya-pravalah
adhas ca mulany anusantatani
karmanubandhini manushya-loke

Dahannya tumbuh menyebar ke bawah dan ke atas dibesarkan oleh guna, objek indra sebagai kuncupnya dan akarnya menyebar ke bawah menumbuhkan kegiatan kerja di dunia manusia.",Bhagawadgita BAB XV,1,553
554,38,3,"na rupam asyeha tathopalabhyate
nanto na cadir na ca sampratishtha
ashvattham enam su-virudha-mulam
asanga-sastrena drdhena chittva

Bentuknya tak dapat dibayangkan disini, baik akhirnya, asal-mula dan keberadaannya. setelah menebang habis pohon Asvattha yang berakar kuat dari cengkramannya dengan kapak kuat keterikatan.",Bhagawadgita BAB XV,1,554
555,38,4,"tatah padam tat parimargitavyam
yasmin gata na nivartanti bhuyah
tam eva cadyam purusham prapadye
yatah pravrttih prasrta purani

Kemudian, jalan yang membawa seseorang dan tidak kembali lagi harus dicari dengan menyatakan, aku berlindung pada Purusa awal, darimana kegiatan abadi memancar.",Bhagawadgita BAB XV,1,555
556,38,5,"nirmana-moha jita-sanga-dosa
adhyatma-nitya vinivrtta-kamah
dvandvair vimuktah sukha-duhkha-samjnair
gacchanty amudhah padam avyayam tat

Bebas dari keangkuhan dan ilusi, dengan menaklukkan keburukan ikatan keinginan selalu berlindung pada sang Diri, keinginan mereka sepenuhnya mantap, bebas dari dualisme suka duka, yang tak terbingungkan mencapai Tujuan Abadi.",Bhagawadgita BAB XV,1,556
557,38,6,"na tad bhasayate suryo
na sasanko na pavakah
yad gatva na nivartante
tad dhama paramam mama

Tempat itu tidak disinari oleh sinar matahari, bulan maupun api, ke tempat itulah seseorang akan pergi dan tidak kembali, itulah tempatku yang tertinggi.",Bhagawadgita BAB XV,1,557
558,38,7,"mamaivamso jiva-loke
jiva-bhutah sanatanah
manah-sasthanindriyani
prakriti-sthani karshati

Aku sendiri melalui bagian yang abadi itu setelah menjadi jiwa di dunia ini, menarik indra-indra dengan pikiran sebagai indra ke enam, bersemayam dalam prakrti.",Bhagawadgita BAB XV,1,558
559,38,8,"sariram yad avapnoti
yac capy utkramatishvarah
grhitvaitani samyati
vayur gandhan ivasayat

Bila Tuhan mengenakan suatu badan jasmani dan apabila ia meninggalkannya, ia juga membawa serta mereka dan berlalu, bagaikan angin yang membawa bau harum dari sumbernya.",Bhagawadgita BAB XV,1,559
560,38,9,"srotram caksuh sparshanam ca
rasanam ghranam eva ca
adhisthaya manas cayam
visayan upasevate<

Dengan menggunakan telinga, mata, alat penyentuh, alat perasa, alat pencium juga pikiran, ia menikmati objek-objek indra.",Bhagawadgita BAB XV,1,560
561,38,10,"utkramantam sthitam vapi
bhunjanam va gunanvitam
vimudha nanupasyanti
pasyanti jnana-caksusah

Mereka yang tersesat tak melihat yang pergi, tinggal dan menikmati, yang bersatu dengan guna, tetapi yang memiliki mata kebijaksanaan, dapat melihatnya.",Bhagawadgita BAB XV,1,561
562,38,11,"yatanto yoginas cainam
pasyanty atmany avasthitam
yatanto ’py akritatmano
nainam pasyanty acetasah

Para yogi yang berusaha mengenali yang bersemayam pada sang diri, tetapi mereka yang tak tersucikan dan bodoh, walaupun telah berusaha, tak melihat-Nya.",Bhagawadgita BAB XV,1,562
563,38,12,"yad aditya-gatam tejo
jagad bhasayate ’khilam
yac candramasi yac cagnau
tat tejo viddhi mamakam

Cahaya, yang menetap pada matahari menerangi seluruh dunia, yang ada pada bulan dan dalam api, ketahuilah bahwa sinar itu adalah cahaya-Ku.",Bhagawadgita BAB XV,1,563
564,38,13,"gam avisya ca bhutani
dharayamy aham ojasa
pusnami causadhih sarvah
somo bhutva rasatmakah

Setelah masuk ke dalam bumi, Aku pelihara semua insan dengan energi-Ku, setelah menjadi cairan soma, aku hidupi tumbuh-tumbuhan semua.",Bhagawadgita BAB XV,1,564
565,38,14,"aham vaisvanaro bhutva
praninam deham asritah
pranapana-samayuktah
pacamy annam catur-vidham

Setelah menjadi api dari badan mahluk hidup dan bersatu dengan keluar masuknya pernafasan, aku cernakan empat jenis makanan itu.",Bhagawadgita BAB XV,1,565
566,38,15,"sarvasya caham hridi sannivisto
mattah smritir jnanam apohanam ca
vedais ca sarvair aham eva vedyo
vedanta-krd veda-vid eva caham

Aku berdiam dalam hati semua, ingatan dan ilmu pengetahuan, hilangnya ingatan datangnya dari Aku, sesungguhnya Akulah yang harus diketahui oleh semua kitab Veda, Akulah pencipta Vedanta dan Aku pula yang mengetahui Veda.",Bhagawadgita BAB XV,1,566
567,38,16,"dvav imau purushau loke
ksharas cakshara eva ca
ksharah sarvani bhutani
kuta-stho ’kshara ucyate

Sesungguhnya ada dua macam purusa di dunia ini, yang termusnahkan dan yang tak termusnahkan, semua mahluk adalah yang termusnahkan, dan kutasya disebut sebagai yang tak termusnahkan.",Bhagawadgita BAB XV,1,567
568,38,17,"uttamah purushas tv anyah
paramatmety udahrtah
yo loka-trayam avisya
bibharty avyaya ishvarah

Sesungguhnya Purusa Utama disebut dengan gelar lain, sang Diri tertinggi, Penguasa Utama, yang meliputi tiga dunia ini (untuk) memeliharanya.",Bhagawadgita BAB XV,1,568
569,38,18,"yasmat ksharam atito ’ham
aksharad api cottamah
ato ’smi loke vede ca
prathitah purushottamah

Oleh karena Aku melampaui yang termusnahkan dan lebih tinggi dari yang tak termusnahkan, maka Aku dipuja sebagai Purusa Uttama di dunia maupun dalam kitab-kitab Veda.",Bhagawadgita BAB XV,1,569
570,38,19,"yo mam evam asammudho
janati purushottamam
sa sarva-vid bhajati mam
sarva-bhavena bharata

Dia yang tidak tersesat oleh ilusi mengetahui Aku sebagai sang Diri tertinggi sesungguhnya dia mengetahui segalanya dan memuja-Ku dengan segenap jiwa raganya, wahai Bharata.",Bhagawadgita BAB XV,1,570
571,38,20,"iti guhyatamam shastram
idam uktam mayanagha
etad buddhva buddhiman syat
krita-krtyas ca bharata

Jadi, ajaran rahasia ini telah Ku-berikan, wahai Anagha, dengan mengetahui ini, orang akan menjadi arif bijaksana(tercerahi) dan telah melaksanakan segala kewajibannya, wahai Bharata. 


Disini berakhir Bab ke-lima belas dari Upanisad Bhagavadgita, ajaran tentang Brahmavidya dan Yogasastra, berupa percakapan antara Sri Krsna dan Arjuna yang berjudul:
 ""PURUSOTTAMA YOGAH""",Bhagawadgita BAB XV,1,571
572,39,1,"Sri-bhagavan uvaca:
abhayam sattva-samsuddhir
jnana-yoga-vyavasthitih
danam damas ca yajnas ca
svadhyayas tapa arjavam

Sri Bhagavan bersabda:
Tak gentar, kemurnian hati, bijaksana, mantap dalam mencari pengetahuan dan melakukan yoga, dermawan, menguasai indra, berkurban dan mempelajari kitab suci, melakukan tapah dan kejujuran.",Bhagawadgita BAB XVI,1,572
573,39,2,"ahimsa satyam akrodhas
tyagah shantir apaisunam
daya bhutesv aloluptvam
mardavam hrir acapalam

Tidak menyakiti, benar, bebas dari nafsu amarah, tanpa keterikatan, tenang, tidak memfitnah, kasih sayang kepada sesama mahluk, tidak dibingungkan oleh keinginan, lemah lembut, sopan dan berketetapan hati.",Bhagawadgita BAB XVI,1,573
574,39,3,"tejah ksama dhrtih shaucam
adroho nati-manita
bhavanti sampadam daivim
abhijatasya bharata

Cekatan, suka memaafkan, teguh iman, budi luhur, tidak iri hati, tanpa keangkuhan, semua ini adalah harta, dari dia yang dilahirkan dengan sifat-sifat devata, wahai Arjuna.",Bhagawadgita BAB XVI,1,574
575,39,4,"dambho darpo ’bhimanas ca
krodhah parusyam eva ca
ajnanam cabhijatasya
partha sampadam asurim

Berpura-pura, angkuh, membanggakan diri, marah, kasar, bodoh, semuanya ini adalah keadaan mereka yang dilahirkan dengan sifat-sifat raksasa, wahai Partha (Arjuna)",Bhagawadgita BAB XVI,1,575
576,39,5,"daivi sampad vimokshaya
nibandhayasuri mata
ma sucah sampadam daivim
abhijato ’si pandava

Sifat-sifat ilahi dipandang sebagai jalan menuju moksa dan bersifat jahat adalah jalan menuju keterikatan, janganlah bersedih, wahai Pandava, engkau dilahirkan dengan sifat-sifat devata.",Bhagawadgita BAB XVI,1,576
577,39,6,"dvau bhuta-sargau loke ’smin
daiva asura eva ca
daivo vistarasah prokta
asuram partha me shrinu

Ada dua macam mahluk ciptaan di dunia ini, yang mulia dan yang jahat, yang mulia telah di uraikan secara terperinci, (selanjutnya) dengarkan tentang yang jahat, dari Aku, wahai Partha (Arjuna)",Bhagawadgita BAB XVI,1,577
578,39,7,"pravrttim ca nivrttim ca
jana na vidur asurah
na shaucam napi cacaro
na satyam tesu vidyate

Yang jahat tidak mengetahui apa yang boleh dilakukan dan apa yang tidak, demikian pula mereka tidak memiliki kemurnian, kelakukan baik maupun kebenaran.",Bhagawadgita BAB XVI,1,578
579,39,8,"asatyam apratishtham te
jagad ahur anishvaram
aparaspara-sambhutam
kim anyat kama-haitukam

Mereka mengatakan, ""dunia ini tidak nyata, tanpa dasar moral, tanpa Tuhan, yang timbul hanya karena hubungan yang disebabkan oleh hawa nafsu birahi, lain tidak""",Bhagawadgita BAB XVI,1,579
580,39,9,"etam drstim avastabhya
nastatmano ’lpa-buddhayah
prabhavanty ugra-karmanah
ksayaya jagato ’hitah

Jiwa yang rusak dengan pengertian picik ini, timbul karena pandangan yang teguh ini, menimbulkan perbuatan keji yang menonjol untuk memusnahkan dunia sebagai musuhnya.",Bhagawadgita BAB XVI,1,580
581,39,10,"kamam asritya duspuram
dambha-mana-madanvitah
mohad grhitvasad-grahan
pravartante ’suci-vratah

Dengan menyerahkan diri kepada kama yang dikuasai oleh sifat berpura-pura, kebanggaan dan kesombongan, yang memiliki pemikiran jahat karena ilusi mereka berbuat hal-hal yang tidak suci.",Bhagawadgita BAB XVI,1,581
582,39,11,"cintam aparimeyam ca
pralayantam upasritah
kamopabhoga-parama
etavad iti niscitah

Keinginan yang tak habis-habisnya, yang hanya berakhir pada kematian, dengan menganggap pemuasan nafsu keinginan sebagai tujuan utama, dengan keyakinan bahwa itulah semuanya.",Bhagawadgita BAB XVI,1,582
583,39,12,"asa-pasa-satair baddhah
kama-krodha-parayanah
ihante kama-bhogartham
anyayenartha-sancayan

Dibelenggu oleh ratusan ikatan harapan, menyerahkan diri kepada nafsu dan kemarahan, mereka berusaha mengumpulkan kekayaan demi kepuasan nafsu dengan jalan yang tidak benar.",Bhagawadgita BAB XVI,1,583
584,39,13,"idam adya maya labdham
imam prapsye manoratham
idam astidam api me
bhavisyati punar dhanam

Hari ini telah kudapatkan, keinginan ini harus kupenuhi, ini adalah kepunyaanku dan kekayaan itu juga akan menjadi milikku nantinya.",Bhagawadgita BAB XVI,1,584
585,39,14,"asau maya hatah satrur
hanisye caparan api
isvaro ’ham aham bhogi
siddho ’ham balavan sukhi

Musuh ini telah kubunuh dan yang lain akan ku bunuh pula, aku adalah penguasa, aku adalah penikmat, aku berhasil, berkuasa dan bahagia.",Bhagawadgita BAB XVI,1,585
586,39,15,"adhyo ’bhijanavan asmi
ko ’nyo ’sti sadrso maya
yaksye dasyami modisya
ity ajnana-vimohitah

Aku kaya raya dan kelahiran bangsawan, siapakah yang bisa menyamaiku? aku akan mengadakan upacara, aku berderma, aku bergembira, demikian mereka menghayal dalam ketololan.",Bhagawadgita BAB XVI,1,586
587,39,16,"aneka-citta-vibhranta
moha-jala-samavrtah
prasaktah kama-bhogesu
patanti narake ’sucau

Berbagai macam pikiran, terperangkap oleh jaring pikiran yang membingungkan, terseret ke dalam pemuasan nafsu mereka jatuh ke dalam neraka yang menjijikan.",Bhagawadgita BAB XVI,1,587
588,39,17,"atma-sambhavitah stabdha
dhana-mana-madanvitah
yajante nama-yajnais te
dambhenavidhi-purvakam

Dengan memuji diri, benar sendiri, bangga dan mabuk akan harta, mereka mengadakan bermacam-macam upacara kurban sebagai pulasan belaka, tanpa mengindahkan aturan.",Bhagawadgita BAB XVI,1,588
589,39,18,"ahankaram balam darpam
kamam krodham ca samsritah
mam atma-para-dehesu
pradvisanto ’bhyasuyakah

Dengan kebiasaan yang buruk ini (ia) membohongi dirinya sendiri dengan keakuan, kekuatan, kesombongan, nafsu dan kemarahan, membenci Aku yang ada dalam jasmani mereka sendiri dan jasmani lainnya.",Bhagawadgita BAB XVI,1,589
590,39,19,"tan aham dvisatah kruran
samsaresu naradhaman
ksipamy ajasram asubhan
asurisv eva yonisu

Mereka yang kejam dan membenci ini, adalah manusia paling hina didunia ini, yang aku campakkan berkali-kali kedalam kandungan raksasa.",Bhagawadgita BAB XVI,1,590
591,39,20,"asurim yonim apanna
mudha janmani janmani
mam aprapyaiva kaunteya
tato yanty adhamam gatim

Terjerumus dalam kandungan raksasa, yang terbingungkan ini, dalam berbagai kelahiran tak akan pernah mencapai Aku, sehingga mereka jatuh ke jalan yang paling rendah, wahai Kuntiputra.",Bhagawadgita BAB XVI,1,591
592,39,21,"tri-vidham narakasyedam
dvaram nasanam atmanah
kamah krodhas tatha lobhas
tasmad etat trayam tyajet

Tiga pintu gerbang ke neraka, menuju jurang kehancuran diri, yaitu kama, krodha dan lobha, oleh karena itu ketiganya harus ditinggalkan.",Bhagawadgita BAB XVI,1,592
593,39,22,"etair vimuktah kaunteya
tamo-dvarais tribhir narah
acaraty atmanah sreyas
tato yati param gatim

Orang yang terbebas dari ketiga pintu kegelapan ini, wahai Kuntiputra, melakukan apa yang baik baginya, sehingga mencapai tempat tertinggi.",Bhagawadgita BAB XVI,1,593
594,39,23,"yah shastra-vidhim utsrjya
vartate kama-karatah
na sa siddhim avapnoti
na sukham na param gatim

Ia yang meninggalkan ajaran kitab suci, berada dibawah pengaruh nafsu keinginan, tak akan mencapai kesempurnaan, kebahagiaan dan tujuan tertinggi.",Bhagawadgita BAB XVI,1,594
595,39,24,"tasmac chastram pramanam te
karyakarya-vyavasthitau
jnatva shastra-vidhanoktam
karma kartum iharhasi

Karena itu, biarlah kitab-kitab suci menjadi petunjukmu untuk menentukan apa yang boleh dilakukan dan apa yang tidak boleh, setelah mengetahui apa yang dikatakan dalam aturan kitab suci engkau hendaknya mengerjakannya disini.  


Disini berakhir Bab ke-enam belas dari Upanisad Bhagawadgita, ajaran tentang Brahmavidya dan Yogasastra, berupa percakapan antara Sri Krsna dan Arjuna yang berjudul:
""DAIVASURA SAMPAD VIBHAGA YIGAH""",Bhagawadgita BAB XVI,1,595
596,40,1,"Arjuna uvaca:
ye shastra-vidhim utsrjya
yajante shraddhayanvitah
tesham nistha tu ka krishna
sattvam aho rajas tamah

Arjuna berkata:
Mereka yang melalaikan ketentuan Veda, tetapi melaksanakan kurban dengan penuh keyakinan, bagaimanakah sifat bhakti mereka ini, wahai Krsna, apakah ini disebut sattva, rajah atau tamah?",Bhagawadgita BAB XVII,1,596
597,40,2,"Sri-bhagavan uvaca:
tri-vidha bhavati shraddha
dehinam sa svabhava-ja
sattviki rajasi caiva
tamasi ceti tam shrinu

Sri Bhagavan bersabda:
Ada tiga macam keyakinan, yang tergantung pada watak perwujudan badan, yaitu sifat sattva, rajah dan tamah; dengarkanlah itu semua.",Bhagawadgita BAB XVII,1,597
598,40,3,"sattvanurupa sarvasya
shraddha bhavati bharata
shraddha-mayo ’yam purusho
yo yac-chraddhah sa eva sah

Kepercayaan tiap-tiap individu, wahai Arjuna, tergantung pada sifat wataknya; manusia terbentuk oleh kepercayaanya, apapun kepercayaannya demikian pulalah dia adanya.",Bhagawadgita BAB XVII,1,598
599,40,4,"yajante sattvika devan
yaksha-rakshamsi rajasah
pretan bhuta-ganams canye
yajante tamasa janah

Orang yang bersifat sattvam memuja kepada Dewata, yang bersifat rajah memuja yaksa dan raksasa, sedangkan lainnya bersifat tamah memuja roh orang mati dan para bhuta.",Bhagawadgita BAB XVII,1,599
600,40,5,"ashastra-vihitam ghoram
tapyante ye tapo janah
dambhahankara-samyuktah
kama-raga-balanvitah

Orang yang melakukan tapa yang keras, tanpa petunjuk kitab suci, yang terdorong oleh sifat pura-pura, sombong, penuh keinginan dan nafsu.",Bhagawadgita BAB XVII,1,600
601,40,6,"karsayantah sarira-stham
bhuta-gramam acetasah
mam caivantah sarira-stham
tan viddhy asura-niscayan

Tolol-lah mereka dengan menekan organ-organ dari badan dan juga Aku yang bersemayam didalamnya, ketahuilah mereka sebenarnya memiliki maksud jahat sebagai tujuan.",Bhagawadgita BAB XVII,1,601
602,40,7,"aharas tv api sarvasya
tri-vidho bhavati priyah
yajnas tapas tatha danam
tesham bhedam imam shrinu

Makanan yang berguna bagi semua (insani) juga ada tiga macamnya, demikian pula upacara kurban, pertapaan dan sedekah, sederhanakanlah perbedaannya.",Bhagawadgita BAB XVII,1,602
603,40,8,"ayuh-sattva-balarogya
sukha-priti-vivardhanah
rasyah snigdhah sthira hrdya
aharah sattvika-priyah

Makanan yang memberi hidup, kekuatan, tenaga kesehatan, kebahagiaan dan kesenangan, yang terasa lezat, lembut, menyegarkan dan enak, sangat disukai oleh golongan sattvika.",Bhagawadgita BAB XVII,1,603
604,40,9,"katv-amla-lavanaty-usna
tiksna-ruksa-vidahinah
ahara rajasasyesta
duhkha-sokamaya-pradah

Makanan yang pahit, asam, asin, pedas, banyak rempah, keras dan hangus serta menyebabkan kesusahan, kesedihan dan penyakit disukai oleh orang yang bersifat rajas.",Bhagawadgita BAB XVII,1,604
605,40,10,"yata-yamam gata-rasam
puti paryusitam ca yat
ucchistam api camedhyam
bhojanam tamasa-priyam

Makanan yang basi, hilang rasa busuk, berbau, bekas sisa dan tidak bersih adalah makanan yang sangat digemari oleh yang bersifat tamas.",Bhagawadgita BAB XVII,1,605
606,40,11,"aphalakanksibhir yajno
vidhi-disto ya ijyate
yastavyam eveti manah
samadhaya sa sattvikah

Yajna menurut kitab-kitab suci, yang dilakukan oleh orang tanpa mengharap pahala dan percaya sepenuhnya bahwa upacara ini sebagai tugas kewajiban adalah sattvika.",Bhagawadgita BAB XVII,1,606
607,40,12,"abhisandhaya tu phalam
dambhartham api caiva yat
ijyate bharata-srestha
tam yajnam viddhi rajasam

Tetapi yang dilakukan dengan mengharapkan ganjaran, dan semata-mata untuk kemegahan belaka, ketahuilah wahai Arjuna yajna itu adalah bersifat rajas.",Bhagawadgita BAB XVII,1,607
608,40,13,"vidhi-hinam asrstannam
mantra-hinam adaksinam
shraddha-virahitam yajnam
tamasam paricakshate

Dikatakan bahwa, yajna yang dilakukan tanpa aturan (bertentangan), dimana makanan tidak dihidangkan, tanpa mantra dan sedekah serta tanpa keyakinan dinamakan tamas.",Bhagawadgita BAB XVII,1,608
609,40,14,"deva-dvija-guru-prajna-
pujanam shaucam arjavam
brahmacaryam ahimsa ca
sariram tapa ucyate

Pemujaan kepada para dewa, para dwijati, guru dan orang yang arif bijaksana; kemurnian, kejujuran, pengendalian nafsu dan tanpa kekerasan ini dikatakan sebagai tapah dari badan.",Bhagawadgita BAB XVII,1,609
610,40,15,"anudvega-karam vakyam
satyam priya-hitam ca yat
svadhyayabhyasanam caiva
van-mayam tapa ucyate

Kata-kata yang tidak melukai hati, dapat dipercaya, lemah lembut dan berguna, demikian pula membiasakan diri dalam mempelajari kitab-kitab suci, ini dikatakan bertapa dengan ucapan.",Bhagawadgita BAB XVII,1,610
611,40,16,"manah-prasadah saumyatvam
maunam atma-vinigrahah
bhava-samsuddhir ity etat
tapo manasam ucyate

Pikiran tenang, bersikap lemah lembut, pendiam, mengendalikan diri, jiwa suci, ini semua disebut bertapa dengan pikiran.",Bhagawadgita BAB XVII,1,611
612,40,17,"shraddhaya paraya taptam
tapas tat tri-vidham naraih
aphalakanksibhir yuktaih
sattvikam paricakshate

Tiga macam tapa brata ini, yang dilakukan orang dengan keyakinan yang mantap, tanpa mengharapkan pahala, dinamakan sattvika.",Bhagawadgita BAB XVII,1,612
613,40,18,"satkara-mana-pujartham
tapo dambhena caiva yat
kriyate tad iha proktam
rajasam calam adhruvam

Tapabrata yang dilakukan dengan maksud supaya mendapat penghormatan, disegani dan di puja-puja serta yang dilaksanakan dengan berpura-pura, ini yang disebut rajasa, tidak stabil dan tidak pasti.",Bhagawadgita BAB XVII,1,613
614,40,19,"mudha-grahenatmano yat
pidaya kriyate tapah
parasyotsadanartham va
tat tamasam udahrtam

Tapabrata yang dilakukan dengan pengertian yang keliru dengan jalan menyiksa badan sendiri atau dengan tujuan menghancurkan orang lain, dinamakan tamasa.",Bhagawadgita BAB XVII,1,614
615,40,20,"datavyam iti yad danam
diyate ’nupakarine
dese kale ca patre ca
tad danam sattvikam smrtam

Sedekah yang diberikan tanpa mengharapkan kembali, dengan keyakinan sebagai kewajiban untuk memberikan pada tempat, waktu dan penerima yang berhak disebut sattvika.",Bhagawadgita BAB XVII,1,615
616,40,21,"yat tu pratyupakarartham
phalam uddisya va punah
diyate ca pariklistam
tad danam rajasam smrtam

Sedekah yang diberikan dengan harapan untuk didapat kembali dan memperoleh keuntungan di kemudian hari dan dengan perasaan kesal untuk memberikannya, sedekah seperti itu dinamakan rajasa.",Bhagawadgita BAB XVII,1,616
617,40,22,"adesa-kale yad danam
apatrebhyas ca diyate
asat-kritam avajnatam
tat tamasam udahrtam

Dan sedekah yang diberikan pada kesempatan dan waktu yang salah kepada mereka yang tidak berhak, tanpa menghormati atau dengan penghinaan dinamakan tamasa.",Bhagawadgita BAB XVII,1,617
618,40,23,"om tat sad iti nirdeso
brahmanas tri-vidhah smrtah
brahmanas tena vedas ca
yajnas ca vihitah pura
<
""Om Tat Sat"", ini yang dipandang sebagai tiga aspek perlambang Brahman; dengan ini telah ditetapkan tentang para brahmana; dengan ini telah ditetapkan tentang para brahmana, kitab suci Veda dan dalam upacara yajna dahulu kala.",Bhagawadgita BAB XVII,1,618
619,40,24,"tasmad om ity udahrtya
yajna-dana-tapah-kriyah
pravartante vidhanoktah
satatam brahma-vadinam

Karena itu, dengan mengucapkan Om, upacara yajna, sedekah dan tapah seperti telah ditentukan dalam kitab-kitab suci, selalu dilakukan oleh pengikut Veda.",Bhagawadgita BAB XVII,1,619
620,40,25,"tad ity anabhisandhaya
phalam yajna-tapah-kriyah
dana-kriyas ca vividhah
kriyante moksha-kanksibhih

Dengan ucapan ""Tat"" dan tanpa menghiraukan pahala atas penyelenggaraan upacara yajna, tapabrata dan juga sedekah yang berbagaimacam jenisnya, dilakukan oleh mereka yang mengharapkan moksa.",Bhagawadgita BAB XVII,1,620
621,40,26,"sad-bhave sadhu-bhave ca
sad ity etat prayujyate
prasaste karmani tatha
sac-chabdah partha yujyate

Kata ""Sat"" ini diucapkan dalam hal kenyataan dan kebajikan, dan juga perkataan ""Sat"" diucapkan untuk perbuatan-perbuatan bajik, wahai Arjuna.",Bhagawadgita BAB XVII,1,621
622,40,27,"yajne tapasi dane ca
sthitih sad iti cocyate
karma caiva tad-arthiyam
sad ity evabhidhiyate

Kemantapan dalam melakukan upacara, bertapa dan sedekah, juga disebut dengan Sat, demikian pula setiap perbuatan untuk tujuan itu, juga disebut dengan Sat.",Bhagawadgita BAB XVII,1,622
623,40,28,"ashraddhaya hutam dattam
tapas taptam kritam ca yat
asad ity ucyate partha
na ca tat pretya no iha

Apapun yang dikurbankan, disedekahkan dan tapa brata apapun yang dilaksanakan, tanpa keyakinan, disebut dengan Asad, wahai Arjuna, hal seperti ini tidak ada artinya, disini ataupun di dunia sana.  



Disini berakhir Bab ke-tujuh belas dari Upanisad Bhagavadgita, ajaran tentang Brahmavidya dan Yogasastra, berupa percakapan antara Sri Krsna dan Arjuna yang berjudul :
""SRADDHATRAYA VIBHAGA YOGAH""",Bhagawadgita BAB XVII,1,623
624,41,1,"Arjuna uvaca:
sannyasasya maha-baho
tattvam icchami veditum
tyagasya ca hrishikesha
prithak kesi-nisudana

Arjuna berkata:
Saya ingin mengetahui, wahai yang berlengan perkasa (Krsna), beberapa hal tentang kebenaran dari Samnyasa, wahai Hrskesa (Krsna), demikian juga tentang tyaga, wahai Kesinisudana (Krsna)",Bhagawadgita BAB XVIII,1,624
