quote_id,topic_id,section_number,quote_text,attribution,active,sort_order
183,27,21,"nirasir yata-cittatma
tyakta-sarva-parigrahah
sariram kevalam karma
kurvan napnoti kilbisam

Tanpa mengharapkan sesuatu apa dengan pikiran dan hati terkendalikan dan rela melepaskan segala miliknya, walaupun sibuk dalam kegiatan kerja jasmani, dia tidak berdosa.",Bhagawadgita BAB IV,1,183
184,27,22,"yadrccha-labha-santusto 
dvandvatito vimatsarah 
samah siddhav asiddhau ca 
kritvapi na nibadhyate 
 
Ia yang puas akan apa-apa yang diperoleh seadanya, bebas dari pertentangan dualisme; tidak iri hati, seimbang dalam keberhasilan dan kegagalan walaupun bekerja, ia tidak terikat.",Bhagawadgita BAB IV,1,184
185,27,23,"gata-sangasya muktasya 
jnanavasthita-cetasah
yajnayacaratah karma
samagram praviliyate

Yang bebas, terlepas dari ikatan pikiran, terpusat pada ilmu pengetahuan, melaksanakan kerja demi pengabdian, segala kerjanya akan luluh dengan sendirinya.",Bhagawadgita BAB IV,1,185
186,27,24,"brahmarpanam brahma havir
brahmagnau brahmana hutam
brahmaiva tena gantavyam
brahma-karma-samadhina 

Brahman adalah persembahan itu, Brahman adalah mentega, yang dipersembahkan kepada api Brahman, hanya kepada Brahmanlah ia yang mengetahui Brahman menghadap dalam kegiatan kerjanya.",Bhagawadgita BAB IV,1,186
187,27,25,"daivam evapare yajnam 
yoginah paryupasate
brahmagnav apare yajnam
yajnenaivopajuhvati

Beberapa orang yogi hanya mempersembahkan kurban kepada para dewa, yang lain mempersembahkan sang diri sebagai kurban oleh sang diri kedalam api Brahman.",Bhagawadgita BAB IV,1,187
188,27,26,"srotradinindriyany anye
samyamagnisu juhvati
shabdadin visayan anya 
indriyagnisu juhvati 

Beberapa orang mempersembahkan pendengaran dan indra lain sebagai kurban dalam api pengekangan, sementara yang lain mempersembahkan suara, obyek indra lainnya pada api indra.",Bhagawadgita BAB IV,1,188
189,27,27,"sarvanindriya-karmani 
prana-karmani capare
atma-samyama-yogagnau
juhvati jnana-dipite

Dan yang lain mengurbankan segala fungsi indra dan fungsi vitalitas (pernafasan), dalam api yang dinyalakan oleh pengetahuan dari yoga pengendalian diri.",Bhagawadgita BAB IV,1,189
190,27,28,"dravya-yajnas tapo-yajna
yoga-yajnas tathapare
svadhyaya-jnana-yajnas ca
yatayah samsita-vratah

Namun, ada yang ber yajna harta, beryajna tapa, beryajna yoga, dan yang lainnya ada pula yang beryajna dengan pengekangan diri, svandyaya, dan yajna dalam ilmu pengetahuan, demikianlah orang yang taat dalam tapanya dan terkendali.",Bhagawadgita BAB IV,1,190
191,27,29,"apane juhvati pranam
prane ’panam tathapare
pranapana-gati ruddhva
pranayama-parayanah
apare niyataharah
pranan pranesu juhvati

Adapula yang melakukan persembahan dengan pranayama, dengan mengendalikan keluar dan masuknya nafas, dengan tujuan mengendalikan arus prana dan apana, mereka berbuat sebagai kebaktian.",Bhagawadgita BAB IV,1,191
192,27,30,"sarve ’py ete yajna-vido 
yajna-ksapita-kalmasah 
yajna-sistamrita-bhujo 
yanti brahma sanatanam 
 
Lainnya, ada yang dengan mengendalikan makanan, mempersembahkan prana dalam prana, mereka ini semua yang mengetahui yajna itu, dengan yajna mereka melenyapkan dosa mereka.",Bhagawadgita BAB IV,1,192
193,27,31,"nayam loko ’sty ayajnasya
kuto ’nyah kuru-sattama

Mereka yang makan sisa persembahan, sebagai amrta, mencapai Brahman yang kekal abadi, dunia ini bukan bagi yang tidak beryajna apa pula dunia yang lain, wahai arjuna.",Bhagawadgita BAB IV,1,193
194,27,32,"evam bahu-vidha yajna 
vitata brahmano mukhe
karma-jan viddhi tan sarvan
evam jnatva vimoksyase

Banyak yang beraneka warna persembahan yajna bhakti dihaturkan kepada Brahman, semuanya itu berasal dari kerja; mengetahui ini, engkau akan mencapai moksa.",Bhagawadgita BAB IV,1,194
195,27,33,"sreyan dravya-mayad yajnaj 
jnana-yajnah parantapa 
sarvam karmakhilam partha 
jnane parisamapyate 

Persembahan berupa pengetahuan, wahai Arjuna, lebih mulia dari persembahan materi, dalam keseluruhannya semua kerja ini akan mendapatkan apa yang diinginkan dalam ilmu pengetahuan, wahai Partha.",Bhagawadgita BAB IV,1,195
196,27,34,"tad viddhi pranipatena 
pariprasnena sevaya
upadeksyanti te jnanam
jnaninas tattva-darshinah

Pelajarilah itu dalam sujud disiplin, dengan bertanya dan dengan pelayanan; orang bijaksana, yang melihat kebenaran, akan mengajarkan kepadamu pengetahuan itu.",Bhagawadgita BAB IV,1,196
197,27,35,"yaj jnatva na punar moham
evam yasyasi pandava
yena bhutany asesani
draksyasy atmany atho mayi

Setelah mengetahui segalanya ini, engkau tak kebingungan lagi, wahai Pandava, dengan demikian engkau melihat, tanpa kecuali, segala ciptaan dalam atmanmu, kemudian dalam Aku.",Bhagawadgita BAB IV,1,197
198,27,36,"api ced asi papebhyah
sarvebhyah papa-krt-tamah
sarvam jnana-plavenaiva
vrjinam santarisyasi

Walau seandainya engkau paling berdosa diantara manusia yang memikul dosa, dengan perahu ilmu pengetahuan ini, lautan dosa akan engkau seberangi.",Bhagawadgita BAB IV,1,198
199,27,37,"yathaidhamsi samiddho ’gnir 
bhasma-sat kurute ’rjuna
jnanagnih sarva-karmani
bhasma-sat kurute tatha

Bagaikan api menyala, wahai Arjuna yang membakar kayu api menjadi abu, demikian pula api ilmu pengetahuan membakar segala karma menjadi abu.",Bhagawadgita BAB IV,1,199
200,27,38,"na hi jnanena sadrsam 
pavitram iha vidyate
tat svayam yoga-samsiddhah
kalenatmani vindati

Tak ada sesuatupun didunia ini yang dapat menyamai kesucian ilmu pengetahuan; mereka yang sempurna dalam yoga akan memenuhi dirinya sendiri dalam jiwanya pada waktunya.",Bhagawadgita BAB IV,1,200
201,27,39,"shraddhaval labhate jnanam 
tat-parah samyatendriyah
jnanam labdhva param shantim
acirenadhigacchati

Ia yang memiliki kepercayaan, mengabdi dan menguasai panca indranya, memperoleh ilmu pengetahuan; dengan memiliki ilmu pengetahuan ia menemui kedamaian abadi.",Bhagawadgita BAB IV,1,201
202,27,40,"ajnas casraddadhanas ca
samsayatma vinasyati 
nayam loko ’sti na paro 
na sukham samsayatmanah 
 
Tetapi mereka yang dungu dan tidak percaya dan bersifat ragu, akan hancur binasa, baginya tidak ada kebahagiaan, tak ada dunia ini, demikian juga tak ada di dunia sana,",Bhagawadgita BAB IV,1,202
203,27,41,"yoga-sannyasta-karmanam
jnana-sanchinna-samsayam 
atmavantam na karmani
nibadhnanti dhananjaya 

Ia yang melepaskan kegiatan kerja dalam yoga, yang keragu-raguannya telah disirnakan oleh ilmu pengetahuan, wahai Dhananjaya (Arjuna) yang bersandar pada sang diri, sesungguhnya kegiatan kerja tidak lagi membelenggunya.",Bhagawadgita BAB IV,1,203
204,27,42,"tasmad ajnana-sambhutam 
hrt-stham jnanasinatmanah
chittvainam samsayam yogam
atisthottistha bharata

Olehh karena itu, setelah memotong keraguan dalam hatimu karena ketidaktahuan dengan pedangnya ilmu pengetahuan, berpegang teguh pada yoga, bangkitlah, wahai Bharata. 


Disini berakhir bab ke-empat dari Upanisad Bhagavadgita, ajaran tentang Brahmavidya dan Yogasastra, berupa percakapan antara Sri Krsna dan Arjuna yang berjudul :
""Jnana Yogah""",Bhagawadgita BAB IV,1,204
205,28,1,"Arjuna uvaca:
sannyasam karmanam krishna
punar yogam ca samsasi
yac chreya etayor ekam
tan me bruhi su-niscitam

Arjuna berkata:
Engkau memuji meninggalkan kegiatan kerja dan melakukan kerja tanpa pamrih (yoga), katakanlah kepadaku dengan pasti, manakah yang lebih baik diatara keduanya, wahai Krsna.",Bhagawadgita BAB V,1,205
206,28,2,"Sri-bhagavan uvaca:
sannyasah karma-yogas ca
nihsreyasa-karav ubhau
tayos tu karma-sannyasat
karma-yogo visisyate

Sri Bhagavan menjawab:
Melakukan sannyasa dan menjalankan yoga keduanya membawa kebahagiaan tertinggi tetapi diantara keduanya ini, melakukan karma yoga lebih baik daripada meninggalkan kegiatan kerja.",Bhagawadgita BAB V,1,206
207,28,3,"jneyah sa nitya-sannyasi 
yo na dvesti na kanksati
nirdvandvo hi maha-baho
sukham bandhat pramucyate

Ketahuilah, Ia yang disebut samnyasi senantiasa adalah dia yang tidak membenci dan tidak berkeinginan, bebas dari dualisme, oh Mahabahu, dengan mudah (ia) terlepas dari belenggu (karma)",Bhagawadgita BAB V,1,207
208,28,4,"sankhya-yogau prithag balah
pravadanti na panditah
ekam apy asthitah samyag
ubhayor vindate phalam

Anak-anak, yang mengatakan bahwa samkhya dan yoga berbeda, bukan orang yang arif bijaksana. Sesungguhnya dia yang melaksanakan salah satu daripadanya akan memetik pahala dari keduanya.",Bhagawadgita BAB V,1,208
209,28,5,"yat sankhyaih prapyate sthanam
tad yogair api gamyate
ekam sankhyam ca yogam ca
yah pasyati sa pasyati

Tempat yang diperoleh oleh seorang Sankhya, itu juga yang dicapai oleh seorang yogi; Dia yang melihat Sankhya dan yoga satu kesatuan, ia yang melihat dengan benar.",Bhagawadgita BAB V,1,209
210,28,6,"sannyasas tu maha-baho
duhkham aptum ayogatah
yoga-yukto munir brahma
na cirenadhigacchati

Tetapi Samnyasa tanpa yoga sungguh sukar dicapai, wahai Mahabahu, seorang muni yang dilengkapi dengan karma yoga mencapai Brahman dengan segera.",Bhagawadgita BAB V,1,210
211,28,7,"yoga-yukto vishuddhatma 
vijitatma jitendriyah
sarva-bhutatma-bhutatma 
kurvann api na lipyate

Dia yang melaksanakan yoga, berjiwa suci, menguasai diri, menaklukan panca indra Rohnya adalah roh semua mahluk, walaupun ia bekerja, tidak terpengaruh (oleh kerja)",Bhagawadgita BAB V,1,211
212,28,8,"naiva kincit karomiti
yukto manyeta tattva-vit
pasyan shrinvan sprsan jighrann
asnan gacchan svapan svasan

Ia yang mengikuti jalan karma yoga, yang mengetahui hakekat kebenaran itu, berpikir:""Aku sebenarnya tidak berbuat apa-apa"" walaupun dengan melihat, mendengar, meraba,makan, pergi, tidur, bernafas.",Bhagawadgita BAB V,1,212
213,28,9,"pralapan visrjan grhnann
unmisan nimisann api
indriyanindriyarthesu
vartanta iti dharayan

Tatkala berbbicara, mengeluarkan, menggenggam, membuka dan memejamkan mata, ia beranggapan, hanya panca indria belaka yang bergerak diantara objek-objek indra.",Bhagawadgita BAB V,1,213
214,28,10,"brahmany adhaya karmani
sangam tyaktva karoti yah
lipyate na sa papena
padma-patram ivambhasa

Mereka mempersembahkan semua kerjanya, kepada brahman, berbuat tanpa motif keinginan apa-apa, tak terjamah oleh dosa papa, laksana daun teratai oleh air.",Bhagawadgita BAB V,1,214
215,28,11,"kayena manasa buddhya 
kevalair indriyair api
yoginah karma kurvanti
sangam tyaktvatma-shuddhaye

Para yogi terlibat dalam bekerja mempergunakan badan, pikiran, akal budhi dan bahkan dengan panca indra mereka, hanya untuk pensucian diri dengan menanggalkan keterikatan.",Bhagawadgita BAB V,1,215
216,28,12,"yuktah karma-phalam tyaktva
shantim apnoti naisthikim
ayuktah kama-karena
phale sakto nibadhyate

Seorang yogi yang taat melakukan karma akan mencapai kedamaian abadi, dengan melepaskan keterikatan pada pahala, tetapi siapa yang tidak mentaati karma, karena dipengaruhi oleh keinginannya, akan terbelenggu pada pahala karma itu.",Bhagawadgita BAB V,1,216
217,28,13,"sarva-karmani manasa
sannyasyaste sukham vasi
nava-dvare pure dehi
naiva kurvan na karayan

Dengan menanggalkan segala kegiatan kerja secara mental, dengan menguasai sang diri, jiwa yang bertahta dengan damai disembilan gerbang itu, tiada bekerja, pun tidak menyebabkan kerja.",Bhagawadgita BAB V,1,217
218,28,14,"na kartrtvam na karmani 
lokasya srjati prabhuh
na karma-phala-samyogam
svabhavas tu pravartate

Yang Maha Kuasa tidak menciptakan pelaku kerja, demikian juga berbuat untuk dunia dan tidak menghubungkan kerja dengan pahalanya; ini sebenarnya adalah kegiatan dari sifat kerja itu sendiri.",Bhagawadgita BAB V,1,218
219,28,15,"nadatte kasyacit papam
na caiva sukritam vibhuh
ajnanenavrtam jnanam
tena muhyanti jantavah

Tuhan seru sekalian alam tidak menerima dosa maupun kebajikan seseorang manusia; budi pekerti yang diselubungi ketidaktahuanlah yang menyebabkan mahluk tersesat dijalan.",Bhagawadgita BAB V,1,219
220,28,16,"jnanena tu tad ajnanam
yesham nasitam atmanah
tesham aditya-vaj jnanam
prakasayati tat param

Tetapi mereka yang ketidak tahuannya dilenyapkan oleh pengetahuan tentang atman, sesungguhnya pengetahuan itu bercahaya bagaikan matahari memperlihatkan Yang Maha Tinggi.",Bhagawadgita BAB V,1,220
221,28,17,"tad-buddhayas tad-atmanas
tan-nisthas tat-parayanah
gacchanty apunar-avrttim
jnana-nirdhuta-kalmasah

Mereka yang memikirkan-Nya, menyerahkan seluruh jiwa kepada-Nya, menjadikan-Nya tujuan utama, memuja hanya kepada-Nya, akan pergi tidak kembali, dan dosa mereka dihapus oleh pengetahuan itu.",Bhagawadgita BAB V,1,221
222,28,18,"vidya-vinaya-sampanne 
brahmane gavi hastini
suni caiva sva-pake ca
panditah sama-darsinah

Orang arif bijaksana melihat semuanya sama, baik brahmana budiman dan rendah hati maupun seekor sapi, gajah dan anjing ataupun orang hina papa, tanpa kasta.",Bhagawadgita BAB V,1,222
223,28,19,"ihaiva tair jitah sargo
yesham samye sthitam manah
nirdosam hi samam brahma
tasmad brahmani te sthitah

Bahkan didunia ini sekalipun, kelahiran diatasi oleh mereka yang pikirannya sama seimbang, karena sesungguhnya Brahman adalah sempurna dan sama. Karena itu merekapun ada dalam Brahman.",Bhagawadgita BAB V,1,223
224,28,20,"na prahrsyet priyam prapya
nodvijet prapya capriyam
sthira-buddhir asammudho
brahma-vid brahmani sthitah

(Dia) tidak bergirang menerima suka dan juga tidak bersedih menerima duka, tetap dalam kebijaksanaan teguh iman, mengetahui Brahman, bersatu dalam Brahman.",Bhagawadgita BAB V,1,224
225,28,21,"bahya-sparsesv asaktatma
vindaty atmani yat sukham
sa brahma-yoga-yuktatma
sukham akshayam asnute

Dengan jiwa yang tak lagi berhubungan dengan duniawi, dia menemui kebahagiaan dalam diri-Nya; dia yang mengabdikannya pada meditasi Brahman, akan menikmati kebahagiaan abadi, jiwanya bersatu dengan Brahman.",Bhagawadgita BAB V,1,225
226,28,22,"ye hi samsparsha-ja bhoga
duhkha-yonaya eva te
ady-antavantah kaunteya
na tesu ramate budhah

Kenikmatan berasal dari hubungan dengan duniawi hanya merupakan seuber pendekatan belaka, ada awal dan akhirnya, wahai arjuna, seorang budiman tak tertarik pada semua ini.",Bhagawadgita BAB V,1,226
227,28,23,"saknotihaiva yah sodhum
prak sarira-vimokshanat
kama-krodhodbhavam vegam
sa yuktah sa sukhi narah

Dia yang mampu menahan kecenderungan keinginan dan amarah didunia ini, sebelum meninggalkan jasad raganya, dia adalah yogi, dia adalah orang yang bahagia.",Bhagawadgita BAB V,1,227
228,28,24,"yo ’ntah-sukho ’ntar-aramas
tathantar-jyotir eva yah
sa yogi brahma-nirvanam
brahma-bhuto ’dhigacchati

Dia yang menemukan kebahagiaan pada dirinya, dan tentram pada dirinya, cahaya ada pada dirinya, hanya yogi semacam ini yang menjadi suci, mencapai nirvana bersatu dengan Brahman.",Bhagawadgita BAB V,1,228
229,28,25,"labhante brahma-nirvanam
rsayah ksina-kalmasah
chinna-dvaidha yatatmanah
sarva-bhuta-hite ratah

Orang suci yang dosanya telah dimusnahkan, keragu-raguannya dihapuskan, pikirannya dipusatkan, kebahagiaannya berbuat kebajikan bagi mahluk semua, dia akan mencapai nirvana bersatu dengan Brahman",Bhagawadgita BAB V,1,229
230,28,26,"kama-krodha-vimuktanam
yatinam yata-cetasam
abhito brahma-nirvanam
vartate viditatmanam

Brahman nirvana berada dimana-mana, bagi bhakta yang bebas dari nafsu dan murka, yang telah menundukkan pikirannya dan mengetahui sang diri.",Bhagawadgita BAB V,1,230
231,28,27,"sparshan kritva bahir bahyams
caksus caivantare bhruvoh
pranapanau samau kritva
nasabhyantara-carinau

Memutuskan hubungan dengan objek luar, memusatkan pandangan mata diantara kening, melakukan pranayama melalui kedua lubang hidung dengan seimbang.",Bhagawadgita BAB V,1,231
232,28,28,"yatendriya-mano-buddhir
munir moksha-parayanah
vigateccha-bhaya-krodho
yah sada mukta eva sah

Menguasai panca indria, pikiran dan kecerdasan, seorang Muni yang berhasrat mencapai kelepasan, membuang jauh nafsu, takut dan murka, mereka akan mencapai kelepasan yang abadi.",Bhagawadgita BAB V,1,232
233,28,29,"bhoktaram yajna-tapasam
sarva-loka-maheshvaram
suhridam sarva-bhutanam
jnatva mam shantim rcchati

Dengan mengetahui Aku sebagai penerima Yajna dan tapa, Tuhan Seru Sekalian Alam, pencipta mahluk semua, ia mencapai kedamaian abadi. 


Disini berakhir bab kelima dari Upanisad Bhagawadgita ajaran tentang Brahmavidya dan Yogasastra, berupa percakapan antara Sri Krsna dan Arjuna yang berjudul:
""KARMA SAMNYASA YOGAH""",Bhagawadgita BAB V,1,233
234,29,1,"Sri-bhagavan uvaca: 
anasritah karma-phalam
karyam karma karoti yah
sa sannyasi ca yogi ca
na niragnir na cakriyah

Sri Bhagawan berkata:
Dia yang melakukan kewajibannya tanpa mencari karmapala, dia adalah seorang samnyasi dan juga seorang yogi; bukannya dia yang tidak menyalakan api suci ataupun yang tidak melakukan upacara kurban.",Bhagawadgita BAB VI,1,234
235,29,2,"yam sannyasam iti prahur
yogam tam viddhi pandava
na hy asannyasta-sankalpo
yogi bhavati kascana

Yang dinamakan samnyasa ini adalah sama dengan melaksanakan yoga, wahai Pandawa, tak seorangpun bisa jadi yogi tanpa meninggalkan nafsu keinginan pribadi.",Bhagawadgita BAB VI,1,235
236,29,3,"aruruksor muner yogam
karma karanam ucyate
yogarudhasya tasyaiva
samah karanam ucyate

Bagi seorang muni yang ingin mencapai yoga, kegiatan kerja disebut sebagai alatnya; bagi mereka yang telah mencapai yoga, ketentramanlah yang disebut menjadi alatnya.",Bhagawadgita BAB VI,1,236
237,29,4,"yada hi nendriyarthesu
na karmasv anusajjate
sarva-sankalpa-sannyasi
yogarudhas tadocyate

Bila merasa benar-benar bebas dari ikatan obyek panca indra atau kegiatan kerja, dan mereka melepaskan segala niat keinginan, maka ia dikatakan mencapai yoga.",Bhagawadgita BAB VI,1,237
238,29,5,"uddhared atmanatmanam
natmanam avasadayet
atmaiva hy atmano bandhur
atmaiva ripur atmanah

Biarlah dia mengangkat jiwanya dengan jiwanya sendiri, janganlah jiwanya menjerumuskan dirinya, sebab hanya jiwalah teman jiwanya dan hanya jiwalah musuh jiwanya.",Bhagawadgita BAB VI,1,238
239,29,6,"bandhur atmatmanas tasya
yenatmaivatmana jitah
anatmanas tu satrutve
vartetatmaiva satru-vat

Bagi mereka yang telah mampu menundukkan atman (lebih rendah) dengan atman (ilahi), atmannya itu merupakan temannya;<br\> tetapi bagi mereka yang belum mampu menundukkan atmannya itu, maka atmannya itu bahkan seperti seorang musuh.",Bhagawadgita BAB VI,1,239
240,29,7,"jitatmanah prashantasya
paramatma samahitah
sitosna-sukha-duhkhesu
tatha manapamanayoh

Orang yang dapat menguasai jiwanya, yang mencapai ketenangan paratman, akan tetap seimbang terhadap panas dan dingin, terhadap suka dan duka, terhadap pujian dan cacian.",Bhagawadgita BAB VI,1,240
241,29,8,"jnana-vijnana-trptatma
kuta-stho vijitendriyah
yukta ity ucyate yogi
sama-lostrasma-kancanah

Yogi yang terpuaskan oleh pengetahuan spiritual dan kebijaksanaan, tak tergoyahkan, dengan panca indranya terkuasai, yang baginya melihat segumpal tanah, batu dan emas dikatakan sama, ialah seorang yogi yang mantap (teguh).",Bhagawadgita BAB VI,1,241
242,29,9,"suhrn-mitrary-udasina
madhyastha-dvesya-bandhusu
sadhusv api ca papesu
sama-buddhir visisyate

Dia yang melihat sama dengan antara yang dicintai, teman dan lawan, tidak memihak, yang netral dan penengah, terhadap yang dibenci dan keluarga, antara orang suci dan pendosa, dialah orang utama.",Bhagawadgita BAB VI,1,242
243,29,10,"yogi yunjita satatam
atmanam rahasi sthitah
ekaki yata-cittatma
nirasir aparigrahah

Hendaknya seorang yogi selalu berusaha untuk memusatkan pikirannya ditempat terpencil sendirian, setelah menguasai pikirannya dan raganya bebas dari nafsu keinginan dan kemilikan.",Bhagawadgita BAB VI,1,243
244,29,11,"sucau dese pratishthapya
sthiram asanam atmanah
naty-ucchritam nati-nicam
cailajina-kusottaram

Dengan teguh duduk ditempat yang bersih, diatur untuk dirinya tidak tinggi dan juga tidak rendah dialasi dengan rumput suci kusa (alang-alang), ditutupi dengan kulit rusa dan kain.",Bhagawadgita BAB VI,1,244
245,29,12,"tatraikagram manah kritva
yata-cittendriya-kriyah
upavisyasane yunjyad
yogam atma-vishuddhaye

Disana, dengan memusatkan pikiran ke satu titik, mengendalikan kemampuan pikiran dan kerja panca indra, duduk di atas tempat duduknya, melaksanakan yoga, guna mensucikan jiwa.",Bhagawadgita BAB VI,1,245
246,29,13,"samam kaya-siro-grivam
dharayann acalam sthirah
sampreksya nasikagram svam
disas canavalokayan

Dengan badan, kepala dan leher tegak duduk diam tiada bergerak-gerak, tetap memandang ke ujung hidungnya dan tanpa menoleh-noleh ke sekitarnya.",Bhagawadgita BAB VI,1,246
247,29,14,"prashantatma vigata-bhir
brahmacari-vrate sthitah
manah samyamya mac-citto
yukta asita mat-parah

Tenang, tanpa rasa takut, teguh melakukan pembujangan, menundukkan pikirannya, ia hendaknya duduk melakukan yoga dengan memikirkan Aku dan hanya memperhatikan Aku saja.",Bhagawadgita BAB VI,1,247
248,29,15,"yunjann evam sadatmanam
yogi niyata-manasah
shantim nirvana-paramam
mat-samstham adhigacchati

Dengan selalu melatih pengendalian demikian, yogi yang telah menaklukkan pikirannya mencapai nirwana, kedamaian abadi tertinggi, bersemayam pada diri-Ku.",Bhagawadgita BAB VI,1,248
249,29,16,"naty-asnatas ’tu yogo ’sti
na caikantam anasnatah
na cati-svapna-silasya
jagrato naiva carjuna

Sesungguhnya yoga bukanlah bagi orang yang makan terlalu banyak atau puasa terlalu banyak, wahai Arjuna, juga bukan orang yang tidur terlalu banyak atau melek terlalu banyak.",Bhagawadgita BAB VI,1,249
250,29,17,"yuktahara-viharasya
yukta-cestasya karmasu
yukta-svapnavabodhasya
yogo bhavati duhkha-ha

Bagi yang tidak berlebihan dalam hal makan dan rekreasi, yang sewajar-wajarnya saja dalam kegiatan kerjanya, yang tidur dan bangunnya teratur, yoga akan menjadi penghapus dukanya.",Bhagawadgita BAB VI,1,250
251,29,18,"yada viniyatam cittam
atmany evavatisthate
nisprhah sarva-kamebhyo
yukta ity ucyate tada

Bila pikirannya telah terkendalikan hanya bersandar pada atman saja, bebas dari segala keinginan akan objek-objek indra, maka ia dikatakan berhasil dalam yoga.",Bhagawadgita BAB VI,1,251
252,29,19,"yatha dipo nivata-stho
nengate sopama smrta
yogino yata-cittasya
yunjato yogam atmanah

""Seperti lampu di tempat tak berangin nyalanya tak berkedip"" inilah perumpamaan yang digunakan bagi pikiran yang terkendali bagi seorang yogi yang melatih kosentrasi pada sang diri.",Bhagawadgita BAB VI,1,252
253,29,20,"yatroparamate cittam
niruddham yoga-sevaya
yatra caivatmanatmanam
pasyann atmani tusyati

Bilamana pikiran, yang telah didisiplinkan dengan pelaksanaan yoga, memperoleh ketenangan , dan kemudian dengan memandang sang Diri dengan diri, maka ia terpuaskan dengan sang Diri.",Bhagawadgita BAB VI,1,253
254,29,21,"sukham atyantikam yat tad
buddhi-grahyam atindriyam
vetti yatra na caivayam
sthitas calati tattvatah

Bila ia merasakan kebahagiaan tertinggi yang diterima oleh intelek dan yang mengatasi panca indra, dan dari sana ia termantapkan, dan tak akan pernah berpindah lagi dari realitas (kebenaran)",Bhagawadgita BAB VI,1,254
255,29,22,"yam labdhva caparam labham
manyate nadhikam tatah
yasmin sthito na duhkhena
gurunapi vicalyate

Dengan tercapainya apa yang dipikirkannya tak ada lagi yang lebih mulia daripada itu yang dapat dicapai, disana ia menjadi mantap tak tergoyahkan oleh duka terberat sekalipun.",Bhagawadgita BAB VI,1,255
256,29,23,"tam vidyad duhkha-samyoga
viyogam yoga-samjnitam
sa niscayena yoktavyo
yogo ’nirvinna-cetasa

Supaya diketahui bahwa yang dinamakan yoga, adalah putusnya hubungan dengan penderitaan, yoga ini harus dilaksanakan dengan keteguhan hati dan pikiran yang mantap.",Bhagawadgita BAB VI,1,256
257,29,24,"sankalpa-prabhavan kamams
tyaktva sarvan asesatah
manasaivendriya-gramam
viniyamya samantatah

Dengan menanggalkan segala nafsu keinginan untuk diri pribadi tanpa terkecuali dan mengendalikan semua panca indra melalui pikiran dari semua jurusan.",Bhagawadgita BAB VI,1,257
258,29,25,"sanaih sanair uparamed
buddhya dhrti-grhitaya
atma-samstham manah kritva
na kincid api cintayet

Dengan berpegang pada keseimbangan akal, ia harus dapat mencapai ketenangan sedikit demi sedikit dengan menambatkan pikiran pada atman (sang diri) tidak memikirkan apapun yang lain.",Bhagawadgita BAB VI,1,258
259,29,26,"yato yato niscalati
manas cancalam asthiram
tatas tato niyamyaitad
atmany eva vasam nayet

Apapun yang menyebabkan pikiran berubah-ubah, tidak tetap, mengembara kemana-mana, cobalah usahakan supaya mengendalikan pikiran itu sendiri dibawah pengawasan Atman.",Bhagawadgita BAB VI,1,259
260,29,27,"prashanta-manasam hy enam
yoginam sukham uttamam
upaiti santa-rajasam
brahma-bhutam akalmasam

Sesungguhnya kebahagiaan tertinggi datang pada yogi yang pikirannya tentram-damai, yang hawa nafsunya tiada lagi, tiada noda, bersatu dengan Brahman.",Bhagawadgita BAB VI,1,260
261,29,28,"yunjann evam sadatmanam
yogi vigata-kalmasah
sukhena brahma-samsparsham
atyantam sukham asnute

Dengan selalu menyibukkan pikiran seperti ini, maka yogi yang telah bebas dari dosa, dengan mudah mengadakan hubungan yang mendalam dengan Brahman.",Bhagawadgita BAB VI,1,261
262,29,29,"sarva-bhuta-stham atmanam
sarva-bhutani catmani
iksate yoga-yuktatma
sarvatra sama-darshanah

Dia yang melihat Atma ada pada semua insan dan semua insan ada pada Atman, dimana-mana ia melihat yang sama, adalah dia yang jiwanya terselaraskan dalam yoga.",Bhagawadgita BAB VI,1,262
263,29,30,"yo mam pasyati sarvatra
sarvam ca mayi pasyati
tasyaham na pranasyami
sa ca me na pranasyati

Dia yang melihat Aku dimana-mana dan melihat segalanya ada pada-Ku. Aku tak bisa lepas daripadanya dan dia tidak bisa lepas dari pada-Ku.",Bhagawadgita BAB VI,1,263
264,29,31,"sarva-bhuta-sthitam yo mam
bhajaty ekatvam asthitah
sarvatha vartamano ’pi
sa yogi mayi vartate

Dia yang memuja aku yang bersemayam di semua insan, dengan tujuan manunggal, yogi yang demikian itu dapat tinggal dalam diri-Ku, walau bagaimanapun cara hidupnya.",Bhagawadgita BAB VI,1,264
265,29,32,"atmaupamyena sarvatra
samam pasyati yo ’rjuna
sukham va yadi va duhkham
sa yogi paramo matah

Yogi yang dianggap tertinggi adalah yang melihat dimana-mana sama Atman itu sebagai atman-nya sendiri, wahai Arjuna, baik dalam suka maupun dalam duka.",Bhagawadgita BAB VI,1,265
266,29,33,"Arjuna uvaca:
yo ’yam yogas tvaya proktah
samyena madhusudana
etasyaham na pasyami
cancalatvat sthitim sthiram

Arjuna berkata:
Yoga yang Engkau nyatakan ini sebagai suatu keseimbangan pikiran, wahai Krsna, saya tidak melihat dasar yang pasti karena kegelisahan pikiran itu.",Bhagawadgita BAB VI,1,266
